wikiData	wikiDataLabel	tagInfo	tagClassLabel	mainCategoryLabel
http://www.wikidata.org/entity/Q64896574	platform	Tag:public_transport=platform		
http://www.wikidata.org/entity/Q112568591	Bus Stop (Symbol) - No Standing Any Time	Tag:public_transport=platform	sign specification	
http://www.wikidata.org/entity/Q114646415	petanque pitch	Tag:leisure=pitch		
http://www.wikidata.org/entity/P137	operator	Key:operator:wikidata	Wikidata property related to utilization and ownership	
http://www.wikidata.org/entity/P137	operator	Key:operator:wikidata	Wikidata property used as "depicts" (P180) qualifier on Commons	
http://www.wikidata.org/entity/P137	operator	Key:operator:wikidata	Wikidata property related to mines and mining	
http://www.wikidata.org/entity/P138	named after	Key:name:etymology	Wikidata property to indicate a name	
http://www.wikidata.org/entity/P968	email address	Key:email	Wikidata property for an identifier	
http://www.wikidata.org/entity/P968	email address	Key:email	Wikidata property for Wikivoyage listings	
http://www.wikidata.org/entity/P968	email address	Key:email	Wikidata property encoding a vCard value	
http://www.wikidata.org/entity/P968	email address	Key:email	Wikidata property for items about people or organisations	
http://www.wikidata.org/entity/Q204335	eponym	Key:name:etymology		Category:Eponyms
http://www.wikidata.org/entity/Q357685	abandoned railway	Tag:railway=abandoned	use status	Category:Defunct railroads
http://www.wikidata.org/entity/Q364005	day care	Tag:amenity=childcare	economic concept	Category:Kinderkrippe
http://www.wikidata.org/entity/Q896009	Landesstraße	Tag:highway=secondary	road	
http://www.wikidata.org/entity/Q1087850	parabolic reflector	Tag:tower:construction=dish		
http://www.wikidata.org/entity/Q1125300	Georgian architecture	Tag:building:architecture=georgian	architectural style	Category:Georgian architecture
http://www.wikidata.org/entity/Q1125300	Georgian architecture	Tag:building:architecture=georgian	architectural order	Category:Georgian architecture
http://www.wikidata.org/entity/Q1128503	container building	Tag:building=container		
http://www.wikidata.org/entity/Q1128980	industrial robot	Tag:robot:type=factory		Category:Industrial robots
http://www.wikidata.org/entity/Q1143018	toy library	Tag:amenity=toy_library		
http://www.wikidata.org/entity/Q1146283	turnstile	Tag:barrier=turnstile		
http://www.wikidata.org/entity/Q1165944	land use	Key:landuse		Category:Land use
http://www.wikidata.org/entity/Q1188447	Denkmalgeschütztes Objekt	Tag:heritage:operator=bda		Category:Denkmalgeschütztes Objekte
http://www.wikidata.org/entity/Q1191982	mariculture	Tag:seamark:type=marine_farm		Category:Mariculture
http://www.wikidata.org/entity/Q1224697	DigitalGlobe	Tag:source=digitalglobe	business	Q13317817
http://www.wikidata.org/entity/Q1224697	DigitalGlobe	Tag:source=digitalglobe	enterprise	Q13317817
http://www.wikidata.org/entity/Q1273217	email address	Key:email		
http://www.wikidata.org/entity/Q1325302	dormant volcano	Tag:volcano:status=dormant		Category:Dormant volcanoes
http://www.wikidata.org/entity/Q1353183	launch pad	Tag:aeroway=launchpad		
http://www.wikidata.org/entity/Q1353183	launch pad	Tag:man_made=launch_pad		
http://www.wikidata.org/entity/Q1371823	farm shop	Tag:shop=farm	facility	
http://www.wikidata.org/entity/Q1378400	bike lane	Tag:cycleway=lane		
http://www.wikidata.org/entity/Q1392287	road surface marking	Key:road_marking		Category:Road surface markings
http://www.wikidata.org/entity/Q1399576	cist	Tag:megalith_type=cist		Category:Cist graves
http://www.wikidata.org/entity/Q1404229	rock-cut tomb	Tag:tomb=rock-cut		Category:Rock-cut tombs
http://www.wikidata.org/entity/Q1419833	radio-controlled car	Tag:sport=rc_car		Category:Radio-controlled cars
http://www.wikidata.org/entity/Q1426493	trailer park	Tag:residential=trailer_park		
http://www.wikidata.org/entity/Q1428011	bail bondsman	Tag:office=bail_bond_agent	profession	
http://www.wikidata.org/entity/Q1429218	cantilever bridge	Tag:bridge=cantilever		Category:Cantilever bridges
http://www.wikidata.org/entity/Q1429373	Exclusive Brethren	Tag:denomination=exclusive_brethren	sect	
http://www.wikidata.org/entity/Q1431095	golf cart	Key:golf_cart		Category:Golf carts
http://www.wikidata.org/entity/Q1439993	four square	Tag:sport=four_square	ball game	
http://www.wikidata.org/entity/Q1453560	freeflying	Tag:sport=free_flying	aerobatic maneuver	
http://www.wikidata.org/entity/Q1455871	child care	Tag:amenity=childcare		Category:Child care
http://www.wikidata.org/entity/Q1484140	Protodynastic Period of Egypt	Tag:historic:period=protodynastic_egypt	Egyptian dynasty	Q6220987
http://www.wikidata.org/entity/Q1484140	Protodynastic Period of Egypt	Tag:historic:period=protodynastic_egypt	Egyptian dynasty	Category:Predynastic pharaohs
http://www.wikidata.org/entity/Q1500138	pescetarianism	Key:diet:pescetarian	diet	
http://www.wikidata.org/entity/Q1501212	pizzeria	Tag:cuisine=pizza		Category:Pizzerias
http://www.wikidata.org/entity/Q1520176	unani	Tag:healthcare:speciality=unani	traditional medicine	Category:Unani medicine
http://www.wikidata.org/entity/Q1521153	kissing gate	Tag:barrier=kissing_gate		
http://www.wikidata.org/entity/Q1529413	glaziery	Tag:craft=glaziery		
http://www.wikidata.org/entity/Q1529413	glaziery	Tag:shop=glaziery		
http://www.wikidata.org/entity/Q1530144	Q1530144	Key:payment:coins:denominations		
http://www.wikidata.org/entity/Q1642648	star rating	Key:stars		
http://www.wikidata.org/entity/Q1711697	wildlife park	Tag:zoo=wildlife_park		Category:Wildlife parks
http://www.wikidata.org/entity/Q1716419	turner	Tag:craft=turner	profession	
http://www.wikidata.org/entity/Q1758233	retractable bridge	Tag:bridge:movable=retractable	bridge by structural type	Category:Retractable bridges
http://www.wikidata.org/entity/Q1777138	race track	Tag:highway=raceway		Category:Racing venues
http://www.wikidata.org/entity/Q1792346	Art vending machine	Tag:vending=art		
http://www.wikidata.org/entity/Q1799919	loading dock	Tag:amenity=loading_dock		
http://www.wikidata.org/entity/Q1825472	covered bridge	Tag:bridge=covered		Category:Covered bridges
http://www.wikidata.org/entity/Q1847533	China National Highways	Tag:network=CN:national	road network	Category:National Highways in China
http://www.wikidata.org/entity/Q1939150	power cable	Tag:power=cable	type of electricity transmission	Category:Power cables
http://www.wikidata.org/entity/Q1942420	mofa	Key:mofa	definition	
http://www.wikidata.org/entity/Q1942420	mofa	Key:mofa	abbreviation	
http://www.wikidata.org/entity/Q1976323	bird club	Tag:club=birds		
http://www.wikidata.org/entity/Q2046594	parcel locker	Tag:amenity=parcel_locker		
http://www.wikidata.org/entity/Q2111762	machine shop	Tag:industrial=machine_shop	facility	
http://www.wikidata.org/entity/Q2147761	Rhenish cuisine	Tag:cuisine=rhenish	regional cuisine	Category:Rhenish cuisine
http://www.wikidata.org/entity/Q2251535	driveway	Tag:service=driveway		
http://www.wikidata.org/entity/Q2274762	basic register addresses and buildings	Tag:source=BAG		
http://www.wikidata.org/entity/Q2295670	snack machine	Tag:vending=sweets		
http://www.wikidata.org/entity/Q2311847	single person bunker	Tag:bunker_type=personnel_shelter		Category:Single person bunkers
http://www.wikidata.org/entity/Q2495176	United Free Church of Scotland	Tag:denomination=united_free_church_of_scotland	Christian denomination	
http://www.wikidata.org/entity/Q2550595	OV-chipkaart	Key:payment:OV-Chipkaart	proximity card	Category:OV-chipkaart
http://www.wikidata.org/entity/Q2630741	community	Tag:designation=community		Category:Communities of Wales
http://www.wikidata.org/entity/Q2712955	skylight	Tag:window=skylight		Category:Skylights
http://www.wikidata.org/entity/Q2722354	yield sign	Tag:highway=give_way		Category:Yield signs
http://www.wikidata.org/entity/Q2728585	Norwegian Mapping and Cadastre Authority	Tag:source=Kartverket	government directorate	Category:Kartverket
http://www.wikidata.org/entity/Q2739328	royal cypher	Key:royal_cypher		
http://www.wikidata.org/entity/Q2746282	horseshoes	Tag:sport=horseshoes	lawn game	
http://www.wikidata.org/entity/Q2746282	horseshoes	Tag:sport=horseshoes	game of skill	
http://www.wikidata.org/entity/Q2873026	autoroutes of Quebec	Tag:network=CA:QC:A	highway system	Category:Quebec Autoroutes
http://www.wikidata.org/entity/Q2962337	Ferrocarril General Roca	Tag:network=Roca	railway line	Category:Ferrocarril General Roca
http://www.wikidata.org/entity/Q2962337	Ferrocarril General Roca	Tag:network=Roca	railway network	Category:Ferrocarril General Roca
http://www.wikidata.org/entity/Q2964004	thoracic surgery	Tag:healthcare:speciality=thoracic_surgery	medical specialty	Category:Thoracic surgery
http://www.wikidata.org/entity/Q2964004	thoracic surgery	Tag:healthcare:speciality=thoracic_surgery	academic discipline	Category:Thoracic surgery
http://www.wikidata.org/entity/Q2964004	thoracic surgery	Tag:healthcare:speciality=thoracic_surgery	medical profession	Category:Thoracic surgery
http://www.wikidata.org/entity/Q3006895	Bolivian cuisine	Tag:cuisine=bolivian	national cuisine	Category:Bolivian cuisine
http://www.wikidata.org/entity/Q3037859	emergency shower	Tag:emergency=shower		
http://www.wikidata.org/entity/Q3051195	cattle crush	Tag:historic=cattle_crush		
http://www.wikidata.org/entity/Q3109696	steakhouse	Tag:cuisine=steak_house		Category:Steakhouses
http://www.wikidata.org/entity/Q3134674	advanced stop box	Tag:cycleway=asl		
http://www.wikidata.org/entity/Q3179385	azulejo	Tag:artwork_type=azulejo		Category:Azulejo
http://www.wikidata.org/entity/Q3266340	sledding	Tag:playground=sledding		Category:Sledding
http://www.wikidata.org/entity/Q3335910	Clipper card	Key:payment:clipper	transit pass	
http://www.wikidata.org/entity/Q3341285	cue sports	Tag:sport=billiards	Q13137940	Category:Cue sports
http://www.wikidata.org/entity/Q3395121	wayside shrine	Tag:historic=wayside_shrine		Category:Wayside shrines
http://www.wikidata.org/entity/Q3512784	toposcope	Tag:map_type=toposcope	amenity	
http://www.wikidata.org/entity/Q3512784	toposcope	Tag:map_type=toposcope	navigational aid	
http://www.wikidata.org/entity/Q3664857	dive center	Tag:amenity=dive_centre		
http://www.wikidata.org/entity/Q3673891	oral medicine	Tag:healthcare:speciality=stomatology	medical specialty	Category:Oral medicine
http://www.wikidata.org/entity/P140	religion or worldview	Key:denomination	personal data	
http://www.wikidata.org/entity/P140	religion or worldview	Key:denomination	Wikidata property for items about people	
http://www.wikidata.org/entity/P140	religion or worldview	Key:denomination	Wikidata property related to religions and beliefs	
http://www.wikidata.org/entity/P275	copyright license	Key:license	Wikidata property related to creative works	
http://www.wikidata.org/entity/P275	copyright license	Key:license	Wikidata property to describe media items	
http://www.wikidata.org/entity/P275	copyright license	Key:license	Wikidata property related to copyright	
http://www.wikidata.org/entity/P439	German municipality key	Key:de:amtlicher_gemeindeschluessel	Wikidata property for authority control for administrative subdivisions	
http://www.wikidata.org/entity/P539	Museofile	Key:ref:FR:museofile	Wikidata property for authority control for museums	
http://www.wikidata.org/entity/P856	official website	Key:contact:website	Wikidata property for items about people	
http://www.wikidata.org/entity/P856	official website	Key:website	Wikidata property for items about people	
http://www.wikidata.org/entity/P856	official website	Key:contact:website	Wikidata property for items about organizations	
http://www.wikidata.org/entity/P856	official website	Key:website	Wikidata property for items about organizations	
http://www.wikidata.org/entity/P856	official website	Key:contact:website	Wikidata property related to creative works	
http://www.wikidata.org/entity/P856	official website	Key:website	Wikidata property related to creative works	
http://www.wikidata.org/entity/P856	official website	Key:contact:website	Wikidata property for Wikivoyage listings	
http://www.wikidata.org/entity/P856	official website	Key:website	Wikidata property for Wikivoyage listings	
http://www.wikidata.org/entity/P856	official website	Key:contact:website	Wikidata property encoding a vCard value	
http://www.wikidata.org/entity/P856	official website	Key:website	Wikidata property encoding a vCard value	
http://www.wikidata.org/entity/P856	official website	Key:contact:website	Wikidata property related to websites	
http://www.wikidata.org/entity/P856	official website	Key:website	Wikidata property related to websites	
http://www.wikidata.org/entity/P968	email address	Key:contact:email	Wikidata property for an identifier	
http://www.wikidata.org/entity/P968	email address	Key:contact:email	Wikidata property for Wikivoyage listings	
http://www.wikidata.org/entity/P968	email address	Key:contact:email	Wikidata property encoding a vCard value	
http://www.wikidata.org/entity/P968	email address	Key:contact:email	Wikidata property for items about people or organisations	
http://www.wikidata.org/entity/P2013	Facebook ID	Key:contact:facebook	Wikidata property for Wikivoyage listings	
http://www.wikidata.org/entity/P2013	Facebook ID	Key:contact:facebook	Wikidata property for an identifier that does not imply notability	
http://www.wikidata.org/entity/P2013	Facebook ID	Key:contact:facebook	Wikidata property to identify online accounts	
http://www.wikidata.org/entity/P3025	open days	Key:opening_hours	Wikidata property related to places	
http://www.wikidata.org/entity/P3025	open days	Key:opening_hours	Wikidata property for Wikivoyage listings	
http://www.wikidata.org/entity/P3027	open period from	Key:opening_hours	Wikidata qualifier	
http://www.wikidata.org/entity/P3027	open period from	Key:opening_hours	Wikidata property for Wikivoyage listings	
http://www.wikidata.org/entity/P3028	open period to	Key:opening_hours	Wikidata qualifier	
http://www.wikidata.org/entity/P3028	open period to	Key:opening_hours	Wikidata property for Wikivoyage listings	
http://www.wikidata.org/entity/P3202	UAI code	Key:ref:UAI	Wikidata property for authority control for places	
http://www.wikidata.org/entity/P3202	UAI code	Key:ref:UAI	Wikidata property related to education	
http://www.wikidata.org/entity/P3202	UAI code	Key:ref:UAI	Wikidata property for an identifier having a checksum	
http://www.wikidata.org/entity/P3723	USCG lighthouse ID	Key:ref:uscg	Wikidata property to identify lighthouses	
http://www.wikidata.org/entity/P8626	opening time	Key:opening_hours	Wikidata qualifier	
http://www.wikidata.org/entity/P8626	opening time	Key:opening_hours	Wikidata property for Wikivoyage listings	
http://www.wikidata.org/entity/P8627	closing time	Key:opening_hours	Wikidata qualifier	
http://www.wikidata.org/entity/P8627	closing time	Key:opening_hours	Wikidata property related to places	
http://www.wikidata.org/entity/P8627	closing time	Key:opening_hours	Wikidata property for Wikivoyage listings	
http://www.wikidata.org/entity/Q355	Facebook	Key:contact:facebook	website	Category:Facebook
http://www.wikidata.org/entity/Q355	Facebook	Key:facebook	website	Category:Facebook
http://www.wikidata.org/entity/Q355	Facebook	Key:contact:facebook	social media	Category:Facebook
http://www.wikidata.org/entity/Q355	Facebook	Key:facebook	social media	Category:Facebook
http://www.wikidata.org/entity/Q355	Facebook	Key:contact:facebook	mobile app	Category:Facebook
http://www.wikidata.org/entity/Q355	Facebook	Key:facebook	mobile app	Category:Facebook
http://www.wikidata.org/entity/Q355	Facebook	Key:contact:facebook	social networking service	Category:Facebook
http://www.wikidata.org/entity/Q355	Facebook	Key:facebook	social networking service	Category:Facebook
http://www.wikidata.org/entity/Q35127	website	Key:website		Q32348853
http://www.wikidata.org/entity/Q314003	Stolpersteine	Tag:memorial=stolperstein	art project	Category:Stolpersteine
http://www.wikidata.org/entity/Q525800	pole	Tag:man_made=mast		
http://www.wikidata.org/entity/Q933851	obstacle course	Tag:military=obstacle_course		
http://www.wikidata.org/entity/Q1068623	transmitter mast	Tag:man_made=mast		Category:Radio masts and towers
http://www.wikidata.org/entity/Q4743886	recycling bin	Tag:amenity=recycling		
http://www.wikidata.org/entity/Q5421746	Philippine expressway network	Tag:network=PH:E	highway system	Category:Expressways in the Philippines
http://www.wikidata.org/entity/Q5421746	Philippine expressway network	Tag:network=PH:E	freeway network	Category:Expressways in the Philippines
http://www.wikidata.org/entity/Q5636221	HVDC converter	Tag:power=converter		
http://www.wikidata.org/entity/Q5640773	wholesale market	Tag:wholesale=supermarket		Category:Wholesale markets
http://www.wikidata.org/entity/Q5986345	Ichma culture	Tag:historic:civilization=ychsma		
http://www.wikidata.org/entity/Q6114502	regional routes of Chile	Tag:network=CL:regional	highway system	Category:Regional routes of Chile
http://www.wikidata.org/entity/Q6276915	phoneword	Key:phone:mnemonic	term	
http://www.wikidata.org/entity/Q6546242	Mobile light tower	Tag:man_made=mast		
http://www.wikidata.org/entity/Q6546242	Mobile light tower	Tag:tower:construction=freestanding		
http://www.wikidata.org/entity/Q6546242	Mobile light tower	Tag:tower:type=lighting		
http://www.wikidata.org/entity/Q6586445	strip club	Tag:amenity=stripclub		Category:Strip clubs
http://www.wikidata.org/entity/Q7138926	parliament building	Tag:amenity=parliament		Category:Legislative buildings
http://www.wikidata.org/entity/Q7138926	parliament building	Tag:building=parliament		Category:Legislative buildings
http://www.wikidata.org/entity/Q7161439	pelican crossing	Tag:crossing_ref=pelican		
http://www.wikidata.org/entity/Q7205582	plus-size clothing	Tag:clothes=oversize		
http://www.wikidata.org/entity/Q7493941	shelter	Tag:amenity=shelter		Q9868857
http://www.wikidata.org/entity/Q7673914	Tack shop	Tag:shop=equestrian		
http://www.wikidata.org/entity/Q7890846	United States Bicycle Route System	Tag:cycle_network=US:US	national cycling route network	Category:United States Numbered Bicycle Routes
http://www.wikidata.org/entity/Q7927919	video game store	Tag:shop=video_games		
http://www.wikidata.org/entity/Q9392675	loading gauge	Key:loading_gauge		Category:Rail loading gauge
http://www.wikidata.org/entity/Q10480676	organic product	Key:organic		Q61748843
http://www.wikidata.org/entity/Q10729142	category C listed building	Tag:listed_status=Category_C		
http://www.wikidata.org/entity/Q10924964	expressway in Sichuan	Tag:network=CN:SC:expressway	road network	Category:Expressways in Sichuan
http://www.wikidata.org/entity/Q11135115	expressway in Jiangsu	Tag:network=CN:JS:expressway	road network	Category:Expressways in Jiangsu
http://www.wikidata.org/entity/Q11569986	printmaker	Tag:craft=printmaker	profession	Category:Printmakers
http://www.wikidata.org/entity/Q11682820	Church of Christ, Scientist	Tag:denomination=christ_scientist	new religious movement	
http://www.wikidata.org/entity/Q11682820	Church of Christ, Scientist	Tag:denomination=christ_scientist	religious denomination	
http://www.wikidata.org/entity/Q11946202	butterflies	Tag:zoo=butterfly	organisms known by a particular common name	Category:Butterflies
http://www.wikidata.org/entity/Q12054233	pedestrian signals	Key:crossing:signals		
http://www.wikidata.org/entity/Q12060881	Imperial China	Tag:historic:civilization=imperial_chinese	historical country	Category:Imperial China
http://www.wikidata.org/entity/Q12060881	Imperial China	Tag:historic:civilization=imperial_chinese	historical period	Category:Imperial China
http://www.wikidata.org/entity/Q12104949	Q12104949	Tag:railway=spur		
http://www.wikidata.org/entity/Q13107184	pharmacy	Tag:amenity=pharmacy		Category:Pharmacies
http://www.wikidata.org/entity/Q13138621	water board	Tag:government=water		Category:Water boards
http://www.wikidata.org/entity/Q13222303	Highway location marker	Tag:highway=milestone		Category:Kilometer signs
http://www.wikidata.org/entity/Q13414953	religious denomination	Key:denomination		Category:Religious denominations
http://www.wikidata.org/entity/Q15155713	Hellenistic Greece	Tag:historic:period=hellenistic_greece	historical period	Category:Hellenistic Greece
http://www.wikidata.org/entity/Q15301073	hanjeungmak	Tag:sauna=hanjeungmak		
http://www.wikidata.org/entity/Q15700818	Grade I listed building	Tag:listed_status=Grade_I	heritage designation	Category:Grade I listed buildings
http://www.wikidata.org/entity/Q15700831	Grade II* listed building	Tag:listed_status=Grade_II*	heritage designation	Category:Grade II* listed buildings
http://www.wikidata.org/entity/Q15807769	computer-based interlocking	Tag:railway:signal_box=electronic	signalling control	
http://www.wikidata.org/entity/Q16262180	behavior therapy	Tag:healthcare:speciality=behavior		Category:Behavior therapy
http://www.wikidata.org/entity/Q16686448	artificial entity	Key:man_made	philosophical concept	
http://www.wikidata.org/entity/Q16686448	artificial entity	Key:man_made	type of object	
http://www.wikidata.org/entity/Q1734	volleyball	Tag:sport=volleyball	type of sport	Category:Volleyball
http://www.wikidata.org/entity/Q4421	forest	Tag:natural=wood	vegetational formation	Category:Forests
http://www.wikidata.org/entity/Q4421	forest	Tag:natural=wood	vegetational formation	Category:Forest
http://www.wikidata.org/entity/Q5043	Christianity	Tag:religion=christian	major religion	Category:Christianity
http://www.wikidata.org/entity/Q5043	Christianity	Tag:religion=christian	major religion	Q33096581
http://www.wikidata.org/entity/Q5043	Christianity	Tag:religion=christian	major religion	Q109134269
http://www.wikidata.org/entity/Q6663	hamburger	Tag:cuisine=burger	type of food or dish	Category:Hamburgers (food)
http://www.wikidata.org/entity/Q7737	Russian	Key:language:ru	natural language	Category:Russian language
http://www.wikidata.org/entity/Q7737	Russian	Key:language:ru	language	Category:Russian language
http://www.wikidata.org/entity/Q7737	Russian	Key:language:ru	modern language	Category:Russian language
http://www.wikidata.org/entity/Q9232	Jainism	Tag:religion=jain	religion	Category:Jainism
http://www.wikidata.org/entity/Q9585	Shia Islam	Tag:denomination=shia	Islamic denomination	Category:Shia Islam
http://www.wikidata.org/entity/Q10384	geriatrics	Tag:healthcare:speciality=geriatrics	medical specialty	Category:Geriatrics
http://www.wikidata.org/entity/Q10384	geriatrics	Tag:healthcare:speciality=geriatrics	academic discipline	Category:Geriatrics
http://www.wikidata.org/entity/Q10811	Reptilia	Tag:zoo=reptile	taxon	Category:Reptiles
http://www.wikidata.org/entity/Q10884	tree	Tag:natural=tree	habitat	Category:Trees
http://www.wikidata.org/entity/Q10884	tree	Tag:natural=tree	organisms known by a particular common name	Category:Trees
http://www.wikidata.org/entity/Q10884	tree	Tag:natural=tree	habitat	Category:Tree
http://www.wikidata.org/entity/Q10884	tree	Tag:natural=tree	organisms known by a particular common name	Category:Tree
http://www.wikidata.org/entity/Q11292	coral reef	Tag:reef=coral		Category:Coral reefs
http://www.wikidata.org/entity/Q16970	church building	Tag:building=church	building type	Category:Church buildings
http://www.wikidata.org/entity/Q17514	graffiti	Tag:artwork_type=graffiti	art genre	Category:Graffiti and unauthorised signage
http://www.wikidata.org/entity/Q22656	petroleum	Tag:resource=oil	mixture	Category:Petroleum
http://www.wikidata.org/entity/Q22656	petroleum	Tag:resource=oil	product	Category:Petroleum
http://www.wikidata.org/entity/Q22656	petroleum	Tag:resource=oil	nonmineral	Category:Petroleum
http://www.wikidata.org/entity/Q23413	castle	Tag:historic=castle		Category:Castles
http://www.wikidata.org/entity/Q23442	island	Tag:place=island	place type	Category:Islands
http://www.wikidata.org/entity/Q24354	theatre	Tag:amenity=theatre		Category:Theatres
http://www.wikidata.org/entity/Q24354	theatre	Tag:amenity=theatre		Q9139631
http://www.wikidata.org/entity/Q24609	1000 mm track gauge	Tag:gauge=1000	track gauge	Category:Metre gauge railways
http://www.wikidata.org/entity/Q28179	Joseon	Tag:building:architecture=joseon	historical country	Category:Joseon dynasty
http://www.wikidata.org/entity/Q28179	Joseon	Tag:historic:period=joseon	historical country	Category:Joseon dynasty
http://www.wikidata.org/entity/Q28456	Silla	Tag:historic:period=silla	historical country	Category:Silla
http://www.wikidata.org/entity/Q29358	orienteering	Key:orienteering	type of sport	Category:Orienteering
http://www.wikidata.org/entity/Q29358	orienteering	Tag:sport=orienteering	type of sport	Category:Orienteering
http://www.wikidata.org/entity/Q32112	boxing	Tag:sport=boxing	type of sport	Category:Boxing
http://www.wikidata.org/entity/Q32112	boxing	Tag:sport=boxing	spectator sport	Category:Boxing
http://www.wikidata.org/entity/Q34442	road	Tag:highway=road	road transport infrastructure	Category:Roads
http://www.wikidata.org/entity/Q34442	road	Tag:route=road	road transport infrastructure	Category:Roads
http://www.wikidata.org/entity/Q35666	glacier	Tag:natural=glacier	landform	Category:Glaciers
http://www.wikidata.org/entity/Q40858	natural gas	Tag:resource=gas		Category:Natural gas
http://www.wikidata.org/entity/Q41176	building	Key:building		Category:Building
http://www.wikidata.org/entity/Q41176	building	Tag:building=yes		Category:Building
http://www.wikidata.org/entity/Q43114	aikido	Tag:sport=aikido	martial art	Category:Aikido
http://www.wikidata.org/entity/Q43114	aikido	Tag:sport=aikido	sports discipline	Category:Aikido
http://www.wikidata.org/entity/Q47053	estuary	Tag:estuary=yes	FFH-Habitat	Category:Estuaries
http://www.wikidata.org/entity/Q57743	village green	Tag:landuse=village_green		
http://www.wikidata.org/entity/Q64849	Ethiopian Catholic Church	Tag:denomination=ethiopian_catholic	Eastern Catholic Churches	Category:Ethiopian Catholic Church
http://www.wikidata.org/entity/Q64849	Ethiopian Catholic Church	Tag:denomination=ethiopian_catholic	Catholic particular church sui iuris	Category:Ethiopian Catholic Church
http://www.wikidata.org/entity/Q64868	Chaldean Catholic Church	Tag:denomination=chaldean_catholic	Eastern Catholic Churches	Category:Chaldean Catholic Church
http://www.wikidata.org/entity/Q64868	Chaldean Catholic Church	Tag:denomination=chaldean_catholic	Catholic particular church sui iuris	Category:Chaldean Catholic Church
http://www.wikidata.org/entity/Q75809	Lutheranism	Tag:denomination=lutheran	religion	Category:Lutheranism
http://www.wikidata.org/entity/Q75809	Lutheranism	Tag:denomination=lutheran	Christian denomination	Category:Lutheranism
http://www.wikidata.org/entity/Q75809	Lutheranism	Tag:denomination=lutheran	tradition	Category:Lutheranism
http://www.wikidata.org/entity/Q79913	non-governmental organization	Tag:operator:type=ngo	legal form	Category:Non-governmental organizations
http://www.wikidata.org/entity/Q83405	factory	Tag:industrial=factory		Category:Manufacturing plants
http://www.wikidata.org/entity/Q83405	factory	Tag:man_made=works		Category:Manufacturing plants
http://www.wikidata.org/entity/Q7777019	meadow	Tag:landuse=meadow		Category:Meadows
http://www.wikidata.org/entity/Q7969298	warehouse club	Tag:shop=wholesale		
http://www.wikidata.org/entity/Q7988248	Western Ring Route	Tag:network=NZ:WRR	controlled-access highway	
http://www.wikidata.org/entity/Q7988248	Western Ring Route	Tag:network=NZ:WRR	ring road	
http://www.wikidata.org/entity/Q10333872	language museum	Tag:museum=language	type of museum	Category:Language museums
http://www.wikidata.org/entity/Q10397058	1093 mm track gauge	Tag:gauge=1093	track gauge	Category:1093 mm track gauge
http://www.wikidata.org/entity/Q10464329	bicycle counter	Key:monitoring:bicycle		
http://www.wikidata.org/entity/Q10480682	agricultural structure	Tag:building=farm_auxiliary		Category:Agricultural buildings
http://www.wikidata.org/entity/Q10505824	embankment	Tag:embankment=yes		Category:Embankments
http://www.wikidata.org/entity/Q10862618	saddle	Tag:natural=saddle	saddle surface	
http://www.wikidata.org/entity/Q10883023	bidirectional traffic	Tag:oneway=no		
http://www.wikidata.org/entity/Q10971470	ward	Tag:historic=bailey		
http://www.wikidata.org/entity/Q11061817	expressway in Guangdong	Tag:network=CN:GD:expressway	road network	Category:Expressways in Guangdong
http://www.wikidata.org/entity/Q11588306	social services	Tag:government=social_services		Category:Social services
http://www.wikidata.org/entity/Q11755880	residential building	Tag:building=residential		Category:Residential buildings
http://www.wikidata.org/entity/Q11875349	playground	Tag:leisure=playground		Category:Playgrounds
http://www.wikidata.org/entity/Q13100073	village	Tag:china_class=cun		Category:Villages in China
http://www.wikidata.org/entity/Q13100073	village	Tag:china_class=village		Category:Villages in China
http://www.wikidata.org/entity/Q13218963	762 mm track gauge	Tag:gauge=762	track gauge	Category:2 ft 6 in gauge railways
http://www.wikidata.org/entity/Q14565197	relative direction	Key:position		
http://www.wikidata.org/entity/Q14907203	Strub rack system	Tag:rack=strub	rack system	
http://www.wikidata.org/entity/Q15284879	plasterer	Tag:craft=plasterer	profession	Category:Plasterers
http://www.wikidata.org/entity/Q15284879	plasterer	Tag:craft=plasterer	Ausbildungsberuf	Category:Plasterers
http://www.wikidata.org/entity/Q15284879	plasterer	Tag:craft=plasterer	occupation	Category:Plasterers
http://www.wikidata.org/entity/Q15284879	plasterer	Tag:craft=plasterer	occupation group according to ISCO-08	Category:Plasterers
http://www.wikidata.org/entity/Q15377916	Dogecoin	Key:currency:DOGE	cryptocurrency	
http://www.wikidata.org/entity/Q15377916	Dogecoin	Key:payment:dogecoin	cryptocurrency	
http://www.wikidata.org/entity/Q15377916	Dogecoin	Key:currency:DOGE	blockchain owner statoshinakomoto Dennislouisbabcockjr	
http://www.wikidata.org/entity/Q15377916	Dogecoin	Key:payment:dogecoin	blockchain owner statoshinakomoto Dennislouisbabcockjr	
http://www.wikidata.org/entity/Q15377916	Dogecoin	Key:currency:DOGE	proof-of-work cryptocurrency	
http://www.wikidata.org/entity/Q15377916	Dogecoin	Key:payment:dogecoin	proof-of-work cryptocurrency	
http://www.wikidata.org/entity/Q15640053	tram system	Tag:railway=tram		Q9975709
http://www.wikidata.org/entity/Q15645384	wheat	Tag:crop=wheat	caryopsis	Category:Wheat
http://www.wikidata.org/entity/Q15645384	wheat	Tag:crop=wheat	groat	Category:Wheat
